order_id,order_line,order_date,model,quantity,price,total_price,bikeshop_name,category_1,category_2,frame_material,city,state
550,13,2012-08-02,Catalyst 1,1,705,705,Denver Bike Shop,Mountain,Sport,Aluminum,Denver,CO
550,14,2012-08-02,Supersix Evo Tiagra,1,1840,1840,Denver Bike Shop,Road,Elite Road,Carbon,Denver,CO
551,1,2012-08-03,Scalpel-Si Black Inc.,2,12790,25580,Minneapolis Bike Shop,Mountain,Cross Country Race,Carbon,Minneapolis,MN
552,1,2012-08-03,Supersix Evo Ultegra 3,1,3200,3200,Dallas Cycles,Road,Elite Road,Carbon,Dallas,TX
552,2,2012-08-03,Slice Ultegra,1,2700,2700,Dallas Cycles,Road,Triathalon,Carbon,Dallas,TX
552,3,2012-08-03,Habit 6,2,1950,3900,Dallas Cycles,Mountain,Trail,Aluminum,Dallas,TX
552,4,2012-08-03,Scalpel 29 Carbon 3,2,4260,8520,Dallas Cycles,Mountain,Cross Country Race,Carbon,Dallas,TX
552,5,2012-08-03,F-Si 2,1,2060,2060,Dallas Cycles,Mountain,Cross Country Race,Aluminum,Dallas,TX
552,6,2012-08-03,Synapse Carbon Ultegra 4,1,2660,2660,Dallas Cycles,Road,Endurance Road,Carbon,Dallas,TX
552,7,2012-08-03,Trail 1,1,1520,1520,Dallas Cycles,Mountain,Sport,Aluminum,Dallas,TX
552,8,2012-08-03,Synapse Disc Tiagra,1,1250,1250,Dallas Cycles,Road,Endurance Road,Aluminum,Dallas,TX
552,9,2012-08-03,CAAD12 Red,1,3200,3200,Dallas Cycles,Road,Elite Road,Aluminum,Dallas,TX
552,10,2012-08-03,F-Si 3,1,1840,1840,Dallas Cycles,Mountain,Cross Country Race,Aluminum,Dallas,TX
552,11,2012-08-03,Trigger Carbon 2,1,5970,5970,Dallas Cycles,Mountain,Over Mountain,Carbon,Dallas,TX
552,12,2012-08-03,Synapse Sora,1,1030,1030,Dallas Cycles,Road,Endurance Road,Aluminum,Dallas,TX
552,13,2012-08-03,Catalyst 3,1,480,480,Dallas Cycles,Mountain,Sport,Aluminum,Dallas,TX
552,14,2012-08-03,Synapse Carbon Disc 105,1,2660,2660,Dallas Cycles,Road,Endurance Road,Carbon,Dallas,TX
552,15,2012-08-03,Habit 4,1,2880,2880,Dallas Cycles,Mountain,Trail,Aluminum,Dallas,TX
552,16,2012-08-03,Synapse Claris,1,870,870,Dallas Cycles,Road,Endurance Road,Aluminum,Dallas,TX
552,17,2012-08-03,Trail 3,1,1080,1080,Dallas Cycles,Mountain,Sport,Aluminum,Dallas,TX
552,18,2012-08-03,Trail 4,1,980,980,Dallas Cycles,Mountain,Sport,Aluminum,Dallas,TX
552,19,2012-08-03,Bad Habit 1,1,3200,3200,Dallas Cycles,Mountain,Trail,Aluminum,Dallas,TX
553,1,2012-08-03,Habit 6,1,1950,1950,Minneapolis Bike Shop,Mountain,Trail,Aluminum,Minneapolis,MN
553,2,2012-08-03,Synapse Carbon Ultegra 3,3,3200,9600,Minneapolis Bike Shop,Road,Endurance Road,Carbon,Minneapolis,MN
553,3,2012-08-03,Trigger Carbon 1,1,8200,8200,Minneapolis Bike Shop,Mountain,Over Mountain,Carbon,Minneapolis,MN
554,1,2012-08-06,SuperX Rival CX1,3,1750,5250,Kansas City 29ers,Road,Cyclocross,Carbon,Kansas City,KS
554,2,2012-08-06,Trigger Carbon 2,1,5970,5970,Kansas City 29ers,Mountain,Over Mountain,Carbon,Kansas City,KS
554,3,2012-08-06,Beast of the East 1,1,2770,2770,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
554,4,2012-08-06,Trigger Carbon 1,2,8200,16400,Kansas City 29ers,Mountain,Over Mountain,Carbon,Kansas City,KS
554,5,2012-08-06,Scalpel-Si Black Inc.,1,12790,12790,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
554,6,2012-08-06,Synapse Carbon Disc 105,1,2660,2660,Kansas City 29ers,Road,Endurance Road,Carbon,Kansas City,KS
554,7,2012-08-06,Catalyst 2,3,585,1755,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
554,8,2012-08-06,F-Si Hi-Mod Team,1,9060,9060,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
554,9,2012-08-06,Trail 4,1,980,980,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
554,10,2012-08-06,Beast of the East 3,1,1620,1620,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
554,11,2012-08-06,F-Si Black Inc.,1,11190,11190,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
554,12,2012-08-06,Bad Habit 1,3,3200,9600,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
554,13,2012-08-06,F-Si Carbon 2,1,4800,4800,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
554,14,2012-08-06,Trail 1,2,1520,3040,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
554,15,2012-08-06,F-Si 2,1,2060,2060,Kansas City 29ers,Mountain,Cross Country Race,Aluminum,Kansas City,KS
554,16,2012-08-06,Fat CAAD1,1,3730,3730,Kansas City 29ers,Mountain,Fat Bike,Aluminum,Kansas City,KS
554,17,2012-08-06,Catalyst 3,1,480,480,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
554,18,2012-08-06,CAAD12 Disc Dura Ace,1,4260,4260,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
554,19,2012-08-06,Habit 5,1,2340,2340,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
554,20,2012-08-06,Scalpel-Si Carbon 2,1,6390,6390,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
554,21,2012-08-06,Scalpel 29 Carbon Race,1,6390,6390,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
554,22,2012-08-06,Habit Carbon 1,2,7460,14920,Kansas City 29ers,Mountain,Trail,Carbon,Kansas City,KS
554,23,2012-08-06,CAAD12 105,1,1680,1680,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
554,24,2012-08-06,CAAD8 Claris,1,815,815,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
554,25,2012-08-06,Synapse Disc 105,1,1570,1570,Kansas City 29ers,Road,Endurance Road,Aluminum,Kansas City,KS
554,26,2012-08-06,F-Si Carbon 4,1,2880,2880,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
554,27,2012-08-06,SuperX Ultegra,1,2450,2450,Kansas City 29ers,Road,Cyclocross,Carbon,Kansas City,KS
554,28,2012-08-06,Habit Hi-Mod Black Inc.,1,12250,12250,Kansas City 29ers,Mountain,Trail,Carbon,Kansas City,KS
555,1,2012-08-07,Scalpel 29 4,1,3200,3200,Kansas City 29ers,Mountain,Cross Country Race,Aluminum,Kansas City,KS
555,2,2012-08-07,CAAD8 Tiagra,1,1250,1250,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
555,3,2012-08-07,F-Si Black Inc.,2,11190,22380,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
555,4,2012-08-07,Habit Carbon 3,2,3730,7460,Kansas City 29ers,Mountain,Trail,Carbon,Kansas City,KS
555,5,2012-08-07,Scalpel 29 Carbon Race,1,6390,6390,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
556,1,2012-08-07,CAAD8 105,1,1410,1410,Louisville Race Equipment,Road,Elite Road,Aluminum,Louisville,KY
556,2,2012-08-07,Slice Ultegra D12,1,3200,3200,Louisville Race Equipment,Road,Triathalon,Carbon,Louisville,KY
556,3,2012-08-07,Supersix Evo Hi-Mod Utegra,1,4260,4260,Louisville Race Equipment,Road,Elite Road,Carbon,Louisville,KY
556,4,2012-08-07,CAAD12 105,1,1680,1680,Louisville Race Equipment,Road,Elite Road,Aluminum,Louisville,KY
556,5,2012-08-07,Supersix Evo Ultegra 3,2,3200,6400,Louisville Race Equipment,Road,Elite Road,Carbon,Louisville,KY
556,6,2012-08-07,Synapse Hi-Mod Disc Ultegra,2,5330,10660,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
556,7,2012-08-07,Scalpel-Si Hi-Mod 1,1,7460,7460,Louisville Race Equipment,Mountain,Cross Country Race,Carbon,Louisville,KY
556,8,2012-08-07,Synapse Carbon Ultegra 3,1,3200,3200,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
556,9,2012-08-07,Slice Ultegra,1,2700,2700,Louisville Race Equipment,Road,Triathalon,Carbon,Louisville,KY
556,10,2012-08-07,Synapse Hi-Mod Dura Ace,1,5860,5860,Louisville Race Equipment,Road,Endurance Road,Carbon,Louisville,KY
556,11,2012-08-07,Slice Hi-Mod Black Inc.,3,7000,21000,Louisville Race Equipment,Road,Triathalon,Carbon,Louisville,KY
556,12,2012-08-07,Supersix Evo Black Inc.,1,12790,12790,Louisville Race Equipment,Road,Elite Road,Carbon,Louisville,KY
556,13,2012-08-07,Trigger Carbon 2,1,5970,5970,Louisville Race Equipment,Mountain,Over Mountain,Carbon,Louisville,KY
556,14,2012-08-07,Supersix Evo Red,1,3940,3940,Louisville Race Equipment,Road,Elite Road,Carbon,Louisville,KY
556,15,2012-08-07,Synapse Claris,1,870,870,Louisville Race Equipment,Road,Endurance Road,Aluminum,Louisville,KY
556,16,2012-08-07,Scalpel-Si Black Inc.,1,12790,12790,Louisville Race Equipment,Mountain,Cross Country Race,Carbon,Louisville,KY
556,17,2012-08-07,Supersix Evo 105,1,2240,2240,Louisville Race Equipment,Road,Elite Road,Carbon,Louisville,KY
556,18,2012-08-07,Jekyll Carbon 2,3,6070,18210,Louisville Race Equipment,Mountain,Over Mountain,Carbon,Louisville,KY
556,19,2012-08-07,Slice Hi-Mod Dura Ace D12,1,4500,4500,Louisville Race Equipment,Road,Triathalon,Carbon,Louisville,KY
556,20,2012-08-07,Habit Carbon 2,1,5330,5330,Louisville Race Equipment,Mountain,Trail,Carbon,Louisville,KY
556,21,2012-08-07,SuperX Rival CX1,1,1750,1750,Louisville Race Equipment,Road,Cyclocross,Carbon,Louisville,KY
557,1,2012-08-07,Synapse Carbon Ultegra 4,1,2660,2660,Oklahoma City Race Equipment,Road,Endurance Road,Carbon,Oklahoma City,OK
557,2,2012-08-07,Synapse Disc Adventure,1,2130,2130,Oklahoma City Race Equipment,Road,Endurance Road,Aluminum,Oklahoma City,OK
557,3,2012-08-07,CAAD8 Sora,1,1030,1030,Oklahoma City Race Equipment,Road,Elite Road,Aluminum,Oklahoma City,OK
557,4,2012-08-07,Synapse Hi-Mod Disc Ultegra,1,5330,5330,Oklahoma City Race Equipment,Road,Endurance Road,Carbon,Oklahoma City,OK
557,5,2012-08-07,Supersix Evo 105,1,2240,2240,Oklahoma City Race Equipment,Road,Elite Road,Carbon,Oklahoma City,OK
557,6,2012-08-07,F-Si 2,1,2060,2060,Oklahoma City Race Equipment,Mountain,Cross Country Race,Aluminum,Oklahoma City,OK
557,7,2012-08-07,Synapse Disc Tiagra,1,1250,1250,Oklahoma City Race Equipment,Road,Endurance Road,Aluminum,Oklahoma City,OK
557,8,2012-08-07,Supersix Evo Ultegra 3,1,3200,3200,Oklahoma City Race Equipment,Road,Elite Road,Carbon,Oklahoma City,OK
557,9,2012-08-07,Slice Ultegra,2,2700,5400,Oklahoma City Race Equipment,Road,Triathalon,Carbon,Oklahoma City,OK
557,10,2012-08-07,CAAD8 105,1,1410,1410,Oklahoma City Race Equipment,Road,Elite Road,Aluminum,Oklahoma City,OK
558,1,2012-08-07,Synapse Carbon Disc Ultegra,1,3730,3730,New Orleans Velocipedes,Road,Endurance Road,Carbon,New Orleans,LA
559,1,2012-08-08,Supersix Evo Red,1,3940,3940,Kansas City 29ers,Road,Elite Road,Carbon,Kansas City,KS
560,1,2012-08-10,SuperX 105,1,1960,1960,San Francisco Cruisers,Road,Cyclocross,Carbon,San Francisco,CA
560,2,2012-08-10,Slice 105,1,1950,1950,San Francisco Cruisers,Road,Triathalon,Carbon,San Francisco,CA
560,3,2012-08-10,Supersix Evo Tiagra,1,1840,1840,San Francisco Cruisers,Road,Elite Road,Carbon,San Francisco,CA
560,4,2012-08-10,CAAD12 105,2,1680,3360,San Francisco Cruisers,Road,Elite Road,Aluminum,San Francisco,CA
561,1,2012-08-10,Trail 4,4,980,3920,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
561,2,2012-08-10,Trail 2,1,1350,1350,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
561,3,2012-08-10,F-Si 2,1,2060,2060,Kansas City 29ers,Mountain,Cross Country Race,Aluminum,Kansas City,KS
561,4,2012-08-10,Scalpel 29 Carbon 3,1,4260,4260,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
561,5,2012-08-10,Catalyst 2,1,585,585,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
561,6,2012-08-10,Beast of the East 1,1,2770,2770,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
561,7,2012-08-10,F-Si Hi-Mod 1,1,6390,6390,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
561,8,2012-08-10,Beast of the East 3,1,1620,1620,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
561,9,2012-08-10,Habit Hi-Mod Black Inc.,1,12250,12250,Kansas City 29ers,Mountain,Trail,Carbon,Kansas City,KS
561,10,2012-08-10,Catalyst 1,1,705,705,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
561,11,2012-08-10,Synapse Disc 105,1,1570,1570,Kansas City 29ers,Road,Endurance Road,Aluminum,Kansas City,KS
561,12,2012-08-10,Bad Habit 2,2,2660,5320,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
561,13,2012-08-10,Scalpel 29 Carbon 2,1,5330,5330,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
561,14,2012-08-10,Beast of the East 2,1,2130,2130,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
561,15,2012-08-10,Synapse Sora,1,1030,1030,Kansas City 29ers,Road,Endurance Road,Aluminum,Kansas City,KS
561,16,2012-08-10,Catalyst 4,1,415,415,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
561,17,2012-08-10,Scalpel-Si 5,2,3200,6400,Kansas City 29ers,Mountain,Cross Country Race,Aluminum,Kansas City,KS
561,18,2012-08-10,Trigger Carbon 1,1,8200,8200,Kansas City 29ers,Mountain,Over Mountain,Carbon,Kansas City,KS
562,1,2012-08-14,Slice Ultegra D12,1,3200,3200,Cincinnati Speed,Road,Triathalon,Carbon,Cincinnati,OH
562,2,2012-08-14,Supersix Evo Hi-Mod Team,1,10660,10660,Cincinnati Speed,Road,Elite Road,Carbon,Cincinnati,OH
563,1,2012-08-15,F-Si Carbon 2,1,4800,4800,Kansas City 29ers,Mountain,Cross Country Race,Carbon,Kansas City,KS
563,2,2012-08-15,Habit 6,2,1950,3900,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
563,3,2012-08-15,Bad Habit 1,1,3200,3200,Kansas City 29ers,Mountain,Trail,Aluminum,Kansas City,KS
563,4,2012-08-15,CAAD12 105,1,1680,1680,Kansas City 29ers,Road,Elite Road,Aluminum,Kansas City,KS
563,5,2012-08-15,Trail 4,2,980,1960,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
563,6,2012-08-15,Slice Ultegra D12,1,3200,3200,Kansas City 29ers,Road,Triathalon,Carbon,Kansas City,KS
563,7,2012-08-15,Jekyll Carbon 2,1,6070,6070,Kansas City 29ers,Mountain,Over Mountain,Carbon,Kansas City,KS
563,8,2012-08-15,Catalyst 1,1,705,705,Kansas City 29ers,Mountain,Sport,Aluminum,Kansas City,KS
564,1,2012-08-15,Supersix Evo Red,4,3940,15760,Austin Cruisers,Road,Elite Road,Carbon,Austin,TX
564,2,2012-08-15,CAAD8 Tiagra,1,1250,1250,Austin Cruisers,Road,Elite Road,Aluminum,Austin,TX
564,3,2012-08-15,Synapse Carbon Ultegra 4,2,2660,5320,Austin Cruisers,Road,Endurance Road,Carbon,Austin,TX
564,4,2012-08-15,CAAD12 105,2,1680,3360,Austin Cruisers,Road,Elite Road,Aluminum,Austin,TX
564,5,2012-08-15,CAAD8 105,1,1410,1410,Austin Cruisers,Road,Elite Road,Aluminum,Austin,TX
564,6,2012-08-15,Synapse Disc 105,1,1570,1570,Austin Cruisers,Road,Endurance Road,Aluminum,Austin,TX
564,7,2012-08-15,Catalyst 4,5,415,2075,Austin Cruisers,Mountain,Sport,Aluminum,Austin,TX
564,8,2012-08-15,CAAD12 Red,1,3200,3200,Austin Cruisers,Road,Elite Road,Aluminum,Austin,TX
564,9,2012-08-15,Syapse Carbon Tiagra,1,1840,1840,Austin Cruisers,Road,Endurance Road,Carbon,Austin,TX
564,10,2012-08-15,Habit 4,1,2880,2880,Austin Cruisers,Mountain,Trail,Aluminum,Austin,TX
564,11,2012-08-15,Synapse Carbon Ultegra 3,1,3200,3200,Austin Cruisers,Road,Endurance Road,Carbon,Austin,TX
564,12,2012-08-15,Supersix Evo Hi-Mod Team,1,10660,10660,Austin Cruisers,Road,Elite Road,Carbon,Austin,TX
564,13,2012-08-15,Slice Ultegra,6,2700,16200,Austin Cruisers,Road,Triathalon,Carbon,Austin,TX
564,14,2012-08-15,Trigger Carbon 4,1,3200,3200,Austin Cruisers,Mountain,Over Mountain,Carbon,Austin,TX
564,15,2012-08-15,CAAD8 Claris,1,815,815,Austin Cruisers,Road,Elite Road,Aluminum,Austin,TX
564,16,2012-08-15,F-Si 1,1,2340,2340,Austin Cruisers,Mountain,Cross Country Race,Aluminum,Austin,TX
564,17,2012-08-15,CAAD12 Ultegra,1,2240,2240,Austin Cruisers,Road,Elite Road,Aluminum,Austin,TX
564,18,2012-08-15,Trail 1,2,1520,3040,Austin Cruisers,Mountain,Sport,Aluminum,Austin,TX
564,19,2012-08-15,CAAD12 Disc Dura Ace,1,4260,4260,Austin Cruisers,Road,Elite Road,Aluminum,Austin,TX
565,1,2012-08-16,Slice Ultegra D12,4,3200,12800,Detroit Cycles,Road,Triathalon,Carbon,Detroit,MI
565,2,2012-08-16,CAAD8 Claris,1,815,815,Detroit Cycles,Road,Elite Road,Aluminum,Detroit,MI
565,3,2012-08-16,SuperX Rival CX1,1,1750,1750,Detroit Cycles,Road,Cyclocross,Carbon,Detroit,MI
565,4,2012-08-16,Trail 3,1,1080,1080,Detroit Cycles,Mountain,Sport,Aluminum,Detroit,MI
565,5,2012-08-16,Synapse Carbon Ultegra 3,1,3200,3200,Detroit Cycles,Road,Endurance Road,Carbon,Detroit,MI
565,6,2012-08-16,Jekyll Carbon 3,3,3840,11520,Detroit Cycles,Mountain,Over Mountain,Carbon,Detroit,MI
565,7,2012-08-16,Supersix Evo 105,1,2240,2240,Detroit Cycles,Road,Elite Road,Carbon,Detroit,MI
565,8,2012-08-16,Beast of the East 2,1,2130,2130,Detroit Cycles,Mountain,Trail,Aluminum,Detroit,MI
565,9,2012-08-16,Jekyll Carbon 4,1,3200,3200,Detroit Cycles,Mountain,Over Mountain,Carbon,Detroit,MI
565,10,2012-08-16,F-Si Carbon 2,1,4800,4800,Detroit Cycles,Mountain,Cross Country Race,Carbon,Detroit,MI
565,11,2012-08-16,Habit Carbon SE,1,4480,4480,Detroit Cycles,Mountain,Trail,Carbon,Detroit,MI
565,12,2012-08-16,Scalpel 29 4,1,3200,3200,Detroit Cycles,Mountain,Cross Country Race,Aluminum,Detroit,MI
565,13,2012-08-16,Synapse Carbon Disc 105,1,2660,2660,Detroit Cycles,Road,Endurance Road,Carbon,Detroit,MI
565,14,2012-08-16,Slice Hi-Mod Black Inc.,1,7000,7000,Detroit Cycles,Road,Triathalon,Carbon,Detroit,MI
565,15,2012-08-16,Fat CAAD1,1,3730,3730,Detroit Cycles,Mountain,Fat Bike,Aluminum,Detroit,MI
565,16,2012-08-16,Supersix Evo Black Inc.,1,12790,12790,Detroit Cycles,Road,Elite Road,Carbon,Detroit,MI
565,17,2012-08-16,CAAD8 Tiagra,4,1250,5000,Detroit Cycles,Road,Elite Road,Aluminum,Detroit,MI
565,18,2012-08-16,Syapse Carbon Tiagra,3,1840,5520,Detroit Cycles,Road,Endurance Road,Carbon,Detroit,MI
565,19,2012-08-16,SuperX Ultegra,3,2450,7350,Detroit Cycles,Road,Cyclocross,Carbon,Detroit,MI
565,20,2012-08-16,CAAD12 Disc 105,2,1950,3900,Detroit Cycles,Road,Elite Road,Aluminum,Detroit,MI
565,21,2012-08-16,Synapse Disc Tiagra,1,1250,1250,Detroit Cycles,Road,Endurance Road,Aluminum,Detroit,MI
566,1,2012-08-17,Bad Habit 2,1,2660,2660,Denver Bike Shop,Mountain,Trail,Aluminum,Denver,CO
566,2,2012-08-17,Catalyst 4,1,415,415,Denver Bike Shop,Mountain,Sport,Aluminum,Denver,CO
566,3,2012-08-17,CAAD8 105,1,1410,1410,Denver Bike Shop,Road,Elite Road,Aluminum,Denver,CO
567,1,2012-08-21,Scalpel-Si Black Inc.,3,12790,38370,Cincinnati Speed,Mountain,Cross Country Race,Carbon,Cincinnati,OH
567,2,2012-08-21,Habit Carbon 1,1,7460,7460,Cincinnati Speed,Mountain,Trail,Carbon,Cincinnati,OH
567,3,2012-08-21,Synapse Disc 105,2,1570,3140,Cincinnati Speed,Road,Endurance Road,Aluminum,Cincinnati,OH
567,4,2012-08-21,Slice 105,1,1950,1950,Cincinnati Speed,Road,Triathalon,Carbon,Cincinnati,OH
567,5,2012-08-21,Supersix Evo Hi-Mod Dura Ace 1,1,7990,7990,Cincinnati Speed,Road,Elite Road,Carbon,Cincinnati,OH
567,6,2012-08-21,Synapse Carbon Ultegra 3,2,3200,6400,Cincinnati Speed,Road,Endurance Road,Carbon,Cincinnati,OH
567,7,2012-08-21,Synapse Carbon Disc Ultegra,2,3730,7460,Cincinnati Speed,Road,Endurance Road,Carbon,Cincinnati,OH
567,8,2012-08-21,Supersix Evo Tiagra,1,1840,1840,Cincinnati Speed,Road,Elite Road,Carbon,Cincinnati,OH
567,9,2012-08-21,CAAD12 105,1,1680,1680,Cincinnati Speed,Road,Elite Road,Aluminum,Cincinnati,OH
567,10,2012-08-21,Synapse Claris,4,870,3480,Cincinnati Speed,Road,Endurance Road,Aluminum,Cincinnati,OH
567,11,2012-08-21,CAAD12 Disc Dura Ace,1,4260,4260,Cincinnati Speed,Road,Elite Road,Aluminum,Cincinnati,OH
567,12,2012-08-21,CAAD12 Black Inc,1,5860,5860,Cincinnati Speed,Road,Elite Road,Aluminum,Cincinnati,OH
567,13,2012-08-21,Synapse Hi-Mod Dura Ace,1,5860,5860,Cincinnati Speed,Road,Endurance Road,Carbon,Cincinnati,OH
567,14,2012-08-21,Synapse Disc Adventure,1,2130,2130,Cincinnati Speed,Road,Endurance Road,Aluminum,Cincinnati,OH
567,15,2012-08-21,CAAD12 Red,2,3200,6400,Cincinnati Speed,Road,Elite Road,Aluminum,Cincinnati,OH
567,16,2012-08-21,Supersix Evo Ultegra 3,1,3200,3200,Cincinnati Speed,Road,Elite Road,Carbon,Cincinnati,OH
567,17,2012-08-21,CAAD8 105,1,1410,1410,Cincinnati Speed,Road,Elite Road,Aluminum,Cincinnati,OH
567,18,2012-08-21,Scalpel-Si Carbon 3,1,5330,5330,Cincinnati Speed,Mountain,Cross Country Race,Carbon,Cincinnati,OH
568,1,2012-08-23,Scalpel-Si Hi-Mod 1,1,7460,7460,Denver Bike Shop,Mountain,Cross Country Race,Carbon,Denver,CO
568,2,2012-08-23,Trail 1,1,1520,1520,Denver Bike Shop,Mountain,Sport,Aluminum,Denver,CO
568,3,2012-08-23,Synapse Disc 105,1,1570,1570,Denver Bike Shop,Road,Endurance Road,Aluminum,Denver,CO
568,4,2012-08-23,Trigger Carbon 4,1,3200,3200,Denver Bike Shop,Mountain,Over Mountain,Carbon,Denver,CO
569,1,2012-08-24,Beast of the East 2,2,2130,4260,Los Angeles Cycles,Mountain,Trail,Aluminum,Los Angeles,CA
569,2,2012-08-24,SuperX Ultegra,1,2450,2450,Los Angeles Cycles,Road,Cyclocross,Carbon,Los Angeles,CA
569,3,2012-08-24,Slice 105,1,1950,1950,Los Angeles Cycles,Road,Triathalon,Carbon,Los Angeles,CA
569,4,2012-08-24,F-Si 2,2,2060,4120,Los Angeles Cycles,Mountain,Cross Country Race,Aluminum,Los Angeles,CA
569,5,2012-08-24,Trail 2,1,1350,1350,Los Angeles Cycles,Mountain,Sport,Aluminum,Los Angeles,CA
569,6,2012-08-24,Habit Carbon 2,1,5330,5330,Los Angeles Cycles,Mountain,Trail,Carbon,Los Angeles,CA
569,7,2012-08-24,Beast of the East 1,1,2770,2770,Los Angeles Cycles,Mountain,Trail,Aluminum,Los Angeles,CA
569,8,2012-08-24,Synapse Carbon Ultegra 4,1,2660,2660,Los Angeles Cycles,Road,Endurance Road,Carbon,Los Angeles,CA
569,9,2012-08-24,Catalyst 2,1,585,585,Los Angeles Cycles,Mountain,Sport,Aluminum,Los Angeles,CA
569,10,2012-08-24,Slice Ultegra,1,2700,2700,Los Angeles Cycles,Road,Triathalon,Carbon,Los Angeles,CA
569,11,2012-08-24,F-Si Black Inc.,1,11190,11190,Los Angeles Cycles,Mountain,Cross Country Race,Carbon,Los Angeles,CA
570,1,2012-08-27,CAAD8 Sora,1,1030,1030,Minneapolis Bike Shop,Road,Elite Road,Aluminum,Minneapolis,MN
570,2,2012-08-27,F-Si 1,1,2340,2340,Minneapolis Bike Shop,Mountain,Cross Country Race,Aluminum,Minneapolis,MN
570,3,2012-08-27,Synapse Carbon 105,1,2240,2240,Minneapolis Bike Shop,Road,Endurance Road,Carbon,Minneapolis,MN
570,4,2012-08-27,Habit 4,1,2880,2880,Minneapolis Bike Shop,Mountain,Trail,Aluminum,Minneapolis,MN
570,5,2012-08-27,Habit Carbon 1,1,7460,7460,Minneapolis Bike Shop,Mountain,Trail,Carbon,Minneapolis,MN
570,6,2012-08-27,Bad Habit 2,1,2660,2660,Minneapolis Bike Shop,Mountain,Trail,Aluminum,Minneapolis,MN
570,7,2012-08-27,Synapse Hi-Mod Disc Black Inc.,1,9590,9590,Minneapolis Bike Shop,Road,Endurance Road,Carbon,Minneapolis,MN
570,8,2012-08-27,Trail 5,1,815,815,Minneapolis Bike Shop,Mountain,Sport,Aluminum,Minneapolis,MN
570,9,2012-08-27,F-Si Black Inc.,1,11190,11190,Minneapolis Bike Shop,Mountain,Cross Country Race,Carbon,Minneapolis,MN
570,10,2012-08-27,Beast of the East 3,4,1620,6480,Minneapolis Bike Shop,Mountain,Trail,Aluminum,Minneapolis,MN
570,11,2012-08-27,Slice Hi-Mod Dura Ace D12,1,4500,4500,Minneapolis Bike Shop,Road,Triathalon,Carbon,Minneapolis,MN
570,12,2012-08-27,Synapse Claris,1,870,870,Minneapolis Bike Shop,Road,Endurance Road,Aluminum,Minneapolis,MN
570,13,2012-08-27,Trail 3,1,1080,1080,Minneapolis Bike Shop,Mountain,Sport,Aluminum,Minneapolis,MN
570,14,2012-08-27,CAAD12 Disc 105,2,1950,3900,Minneapolis Bike Shop,Road,Elite Road,Aluminum,Minneapolis,MN
570,15,2012-08-27,Scalpel 29 4,1,3200,3200,Minneapolis Bike Shop,Mountain,Cross Country Race,Aluminum,Minneapolis,MN
570,16,2012-08-27,Trigger Carbon 2,1,5970,5970,Minneapolis Bike Shop,Mountain,Over Mountain,Carbon,Minneapolis,MN
570,17,2012-08-27,SuperX 105,1,1960,1960,Minneapolis Bike Shop,Road,Cyclocross,Carbon,Minneapolis,MN
